Name,Author,Suggest for blog,Year,Month,Program,Theme,Created by,Last Updated,Original Document (Google Doc),Suggest for program mailing
"“SELFIE” by Robert Andrew Bartlett, Sr.",,No,2019,04 - April,Picture Essay,https://www.notion.so/Blimp-picture-cd62b6c260f045019870c8b096884994,Anna Nguyen,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1fNPu1c1fu8vQFEzNt5TJ2MyMLm5v13zm6RoEAAQYbv0/edit,No
“Believe It or Not” by Anthony Scott,,No,2019,03 - March,Word Theme Essay,,Cathy Xie,"February 21, 2021 4:48 AM",,No
“A Close Call” by Jack Simpson,,No,2019,09 - September,Word Theme Essay,https://www.notion.so/A-Close-Call-cd5b212ec51a44398461d66a54ad173e,Cathy Xie,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1KI0QnXfmnnImp_8v_FbSmwcCydPzkhNoGq00Tuz4cXM/edit,No
“Native Princess” by Eric L. Webb,,No,2019,08 - August,Picture Essay,https://www.notion.so/Girl-Playing-Flute-picture-6179f791cdf2419391cee89ade29b825,Anna Nguyen,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1mVHXNKyRVj9ZslPxpF2T7nBwGMJih2o1gblRh7-6hxA/edit,No
"""Sun God"" by Roshan Sah",,No,2016,03 - March,Picture Essay,https://www.notion.so/Man-In-Water-picture-a7751415cb434ce2ab1e024e2e8b056b,Kelly Yu,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1JNtMLRBPhDKLPuXFN_kL4DYcbdqmdX2rjWwnCcwzcJk/edit,No
Untitled by Robert Allan Dziekan Jr.,,No,2019,03 - March,Picture Essay,https://www.notion.so/Person-Sitting-on-a-Dock-picture-266237cd68be4a45b783a908d2a9542d,Anna Nguyen,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1_JYLQ5YKhf7RnEvENA5yJeCw_hIW9jbVgMavc2uIQ60/edit,No
“My Body” by William Yarbough,,No,2019,12 - December,Picture Essay,https://www.notion.so/Baby-Feet-c21bb47aa7dc4111b49b31db9d02b9a9,Anna Nguyen,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1_PkL8xkgxHoW2eqlUmZGcXXUs-YQ0vwLKHeJQ15ZP-Y/edit,No
Robert Neely,,No,2016,02 - February,Word Theme Essay,https://www.notion.so/Haircuts-83195950aee844a3ad895355d388b1fa,Lucero Contreras,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1ppxslYdU-oP1bRLrLEiSthynXAht0Cp6RtkgPZH-cDo/edit,No
,,No,,,Word Theme Essay,,Lucero Contreras,"February 21, 2021 4:48 AM",,No
“Helping Out” by Raymond Spring II,,No,2019,01 - January,Word Theme Essay,https://www.notion.so/Helping-Out-f3b65ca109304bba992c6b92eb8da748,Cathy Xie,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1Ha7lDClxTIxJlahdst_SRgeMOo-GXfH8iesIUpTFEI4/edit,No
"""Tricky Business"" by Walter Hart",,No,2019,08 - August,Word Theme Essay,https://www.notion.so/Tricky-Business-331831255f2948e1a67bb59bfc7bf731,Cathy Xie,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1nXHAAFQW9Xvd373KfrkdoSey5y4coSpsUoIjm4z_97g/edit,No
“The Atelier” by Robert Taliaferro,,No,2018,01 - January,Picture Essay,https://www.notion.so/Girl-Praying-picture-871e32ac2e564f15b81cf3b17a5dbd76,Ryan Clover,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1-nBTrHxEJ0gdPxSbl99bwlLU2frJTudHWScNfNntlE4/edit,No
"""Almost"" by Edward Finley",,No,2017,05 - May,Word Theme Essay,https://www.notion.so/Almost-0d6da50b10734a99a5cff66f57309cdf,Katie Kwak,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1wELBrkwy2ZCPXxMeGLMKLYE0y2GKDQmn4KdbXmREj4A/edit,No
Norman Theriot,,No,2016,01 - January,Word Theme Essay,https://www.notion.so/Laughter-f2ec23f9e37a4a9898fc04fb5ae02be4,Lucero Contreras,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1mXdmOuS9ufzmx5_0nHHk847SkkDyfmwGOJI8EK0Dur4/edit,No
"""Gratitude"" by Jeremy Brown",,No,2017,04 - April,Word Theme Essay,https://www.notion.so/Gratitude-3d58a5cb162f470cb450edf4932f5bc2,Katie Kwak,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/150O1n0h-LHxE35KW-wsKMdpEUicbbSB5PD6Tn73EIuM/edit,No
"""Tuned In"" by Antwon Housey",,No,2018,02 - February,Word Theme Essay,https://www.notion.so/Tuned-In-d1ef46d8199d46d48b73dfdd8662bcb0,Katie Kwak,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1nVWJNXhGtySWc7gHQjDKy3rcgUgzNaOB6GPgZ4Ayi9I/edit,No
“Weddings” by James Bauhaus,,No,2018,07 - July,Word Theme Essay,https://www.notion.so/Weddings-ef5ca531c72442c7a00d32a5cb6c988c,Katie Kwak,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1PpvVgkF0KZj6zSSVMPin7_ECk6_76ZoccFyy37mwLEo/edit,No
“Just Doing What I Can” by Catherine Lafleur,,No,2019,01 - January,Word Theme Essay,https://www.notion.so/Helping-Out-f3b65ca109304bba992c6b92eb8da748,Cathy Xie,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1l_z0oT3OmAgdzDBy4zi21m1ggyPykEsK1CMnmhGt5Tk/edit,No
"""Believe It Or Not"" by Leo Cardez",,No,2019,03 - March,Word Theme Essay,https://www.notion.so/Believe-It-or-Not-5606a5248d3c4545a5fca43545901e88,Cathy Xie,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1UJzT3B7_nv6jnU65gJebwHihgcQ1R84YuI5zw_4PYWw/edit,No
"""A Light"" by Dillon James Gresham",,No,2017,12 - December,Word Theme Essay,https://www.notion.so/Thankful-4222ec4c132c4e8bb8f48112aa6afa11,Katie Kwak,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1R5p74371L1DXu_xUYOsNokblfrs6i2P_aWGhY9GnaDA/edit,No
"""Flying"" by William Swiderski",,No,2019,11 - November,Word Theme Essay,https://www.notion.so/Flying-b539dacab61a43858173795cbf9dc400,Cathy Xie,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1d9IA2oxN09LUMXewu9QRtDlVuczHVvq9CcbgjnkGzSg/edit,No
"""Flowers"" by Nick Evangelista",,No,2018,05 - May,Word Theme Essay,https://www.notion.so/Flowers-11000c6c57cb47949ca6c79b70e4b06d,Katie Kwak,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1QKZR5fIWuF74_wKwdsi_HFejTLPjySz6wvRJ-ycmGVY/edit,No
“‘Here’ and ‘There’” By Tom Farlow,,No,2019,05 - May,Picture Essay,https://www.notion.so/Fox-Pushing-Duck-in-Basket-picture-7ca32868b1f246bfa2f0ba32e68ef5e4,Anna Nguyen,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1g2f5ozLQsGmyxK0DwlT10PqZNcw_4phrsMlx0dqjI94/edit,No
“The Red Unicorn Arises” by Matthew Tomlinson,,No,2019,01 - January,Picture Essay,https://www.notion.so/Girlfriend-Meme-picture-f61e0d642b564776bbea50081735c65d,Anna Nguyen,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1plJaPkWjsszEetNEtM0ez90OS-6Nb9tPv7QfGgRm9A8/edit,No
"""In a Perfect World"" by Robert Taliaferro",,No,2017,12 - December,Word Theme Essay,https://www.notion.so/Thankful-4222ec4c132c4e8bb8f48112aa6afa11,Katie Kwak,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1BK1zBlgSeTmTFhdbE6kOMdYiFmOfK1jS5xvHIgg6ecc/edit,No
"""Keeping Calm"" by James Bauhaus",,No,2017,08 - August,Word Theme Essay,https://www.notion.so/Keeping-Calm-05f5afacfacb4282a9b0f04c87090a47,Katie Kwak,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1ItlZY9ZFnciW_y71d6L8QseNKVwu3dTxBQOcoDpWf4c/edit,No
"“Norwegian Wood” by Robert Andrew Bartlett, Sr.",,No,2019,08 - August,Picture Essay,https://www.notion.so/Girl-Playing-Flute-picture-6179f791cdf2419391cee89ade29b825,Anna Nguyen,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1aPd5kAYmsz8Ns16HL5kaw95tRcEKkHTaIun8ylmkB3Q/edit,No
Untitled by Colin VanBilliard,,No,2016,04 - April,Picture Essay,https://www.notion.so/Lone-Dog-picture-b4a2224e915d4b7c89e169603c5f7e7b,Kelly Yu,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1U2E_md9lokDa_NcdjBwxgQ18RSrmjZOu3g136SG5Mis/edit,No
"""Flying"" by James Bauhaus",,No,2019,11 - November,Word Theme Essay,https://www.notion.so/Flying-b539dacab61a43858173795cbf9dc400,Cathy Xie,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1ic2zxPsNcUIGymJWjoTOnrWotojdOKJZc_unEFhrrHo/edit,No
"""The Last Page"" by Catherine LaFleur",,No,2017,05 - May,Word Theme Essay,https://www.notion.so/Almost-0d6da50b10734a99a5cff66f57309cdf,Katie Kwak,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1ZjAsPjQ6ff5mNp1ZsiLOep76RX7M3ahr4TMC9Do-LW4/edit,No
"""Cages, Past and Present"" by Nate A. Lindell",,No,2017,07 - July,Word Theme Essay,https://www.notion.so/Zoo-36ab86bcde914f20a1ee104d372f0f4a,Katie Kwak,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1PCloX9ERrr7hj205dQ3fKTPx6A14Abv-WflBjuPVBdc/edit,No
"""Almost"" by John Naylor",,No,2017,05 - May,Word Theme Essay,https://www.notion.so/Almost-0d6da50b10734a99a5cff66f57309cdf,Katie Kwak,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1KU5kFy2jVIq0b5Dlaid6B7-VLF8kRZ6XVFse0y6S6AA/edit,No
"""Zoo"" by John Naylor",,No,2017,07 - July,Word Theme Essay,https://www.notion.so/Zoo-36ab86bcde914f20a1ee104d372f0f4a,Katie Kwak,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1xBwD2nlraH03kYYSQJIEMeKlAHJeo-FL36DwL70gvQk/edit,No
"""Lucky Hole Chronicles: Chapter 11-13"" by E.C. Theus-Roberts",,No,2019,05 - May,Picture Essay,https://www.notion.so/Fox-Pushing-Duck-in-Basket-picture-7ca32868b1f246bfa2f0ba32e68ef5e4,Anna Nguyen,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1xCCkFDe20-TX6SM5SBvDNILcmUn9NB8tqnz7tG7JgMU/edit,No
"""How it Feels"" by Akai Tran",,No,2017,08 - August,Word Theme Essay,https://www.notion.so/Keeping-Calm-05f5afacfacb4282a9b0f04c87090a47,Katie Kwak,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/15fsFeQB-pFbJagBtM6MRmIPtII8uSPPh8wGeCEwt2dw/edit,No
"""Life's Purpose"" by John Naylor",,No,2017,09 - September,Word Theme Essay,https://www.notion.so/Life-s-Purpose-d52f9cdeae1f4450a5d94345175cd69b,Katie Kwak,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1RvFEMvxqB4I-5TgQMMIuzZc8QXb1m2ahtY1NkRzGjkI/edit,No
"""Grandma, The Woman in Black"" by Colin VanBilliard",,No,2015,11 - November,Picture Essay,https://www.notion.so/Woman-in-Black-576d14a63c184a8aa3074dcaa35d574e,Allaire Tetrault,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1oqp1ii2-PZaJXL16MKd-TrS9VVj9q7wIfi1wB9awNgg/edit,No
“It’s Time To F.L.O.W.E.R.” by Kaseen Smith,,No,2018,05 - May,Word Theme Essay,https://www.notion.so/Flowers-11000c6c57cb47949ca6c79b70e4b06d,Katie Kwak,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1f68F0w6uvTDEgaUMqtbiSRYCDqEdQ9KP-1TJVAiOuL0/edit,No
“Flying” by Terry Lytle,,No,2019,11 - November,Word Theme Essay,https://www.notion.so/Flying-b539dacab61a43858173795cbf9dc400,Cathy Xie,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/15v8i55g1NS66VdblS75b6mLYDb-8piXbjHUJ3V9WaCw/edit,No
"""Simple Things"" by Carl Branson",,No,2017,12 - December,Word Theme Essay,https://www.notion.so/Thankful-4222ec4c132c4e8bb8f48112aa6afa11,Katie Kwak,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1bGYYqwyAq6B6iwTSsRJLEchSV2LXNYXUwHDS6OXvzuA/edit,No
"""1000 Attacks a Day"" by Delvin Diles ",,No,2017,12 - December,Word Theme Essay,https://www.notion.so/Thankful-4222ec4c132c4e8bb8f48112aa6afa11,Katie Kwak,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1wX0dNrvxwVVRg6NwrNztPiuliUbVJAkT5aSXQVMm4c4/edit,No
"""Accomplishments"" by Anonymous",,No,2017,06 - June,Word Theme Essay,https://www.notion.so/Accomplishments-40b534ffdc084c9f86ff25f45d76e8c5,Katie Kwak,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1HXa-VYHXMSKjDRBVc1Nozk1L_rA8ZzOuDSX3pbhAvro/edit,No
Rodney Gabriel,,Yes,2016,02 - February,Word Theme Essay,https://www.notion.so/Haircuts-83195950aee844a3ad895355d388b1fa,Lucero Contreras,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1SECvVPk1vnSXxncJEwODjsXfX1i_5qG-h8T0U8KGi3w/edit,No
"""Intuition"" by Joseph Alvin ",,No,2018,04 - April,Word Theme Essay,https://www.notion.so/Blink-of-an-Eye-ee8b8cc11c89440a9f1dd6eeca01ff04,Katie Kwak,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1MQWDtK1nc9_zmKGHw2HAlTIhT53IUJHWfSFrnwlf_6o/edit,No
"""Lack of"" by Keith Costa",,No,2017,04 - April,Word Theme Essay,https://www.notion.so/Gratitude-3d58a5cb162f470cb450edf4932f5bc2,Katie Kwak,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1oty-s_RbVJeJY55Qsvi_MXVSBahgl8Sk2I9-l-CB39E/edit,No
“When Life Gives You _ Make _” by Marco Williams,,No,2019,04 - April,Word Theme Essay,https://www.notion.so/When-Life-Gives-You-ab769e74fc364ed6b29790fe8dd58fee,Cathy Xie,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/16fkb7q3ZstyRrtAcZufJT2l14GYMeP9fTmgE7ZkC014/edit,No
"""Stars"" by Jeremy Brown",,No,2017,02 - February,Word Theme Essay,https://www.notion.so/Stars-764e8fe72d3d4601a5177564f6630453,Katie Kwak,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1ZgZZ0Z6xVWFM7iT9jawMbdILrwZU8L7e-iBckkAcz5E/edit?usp=sharing,No
Red Dot,,No,2016,02 - February,Word Theme Essay,https://www.notion.so/Haircuts-83195950aee844a3ad895355d388b1fa,Lucero Contreras,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1KEbPl1CUtpd3MFaRpTTXwcB3j6k8y_b8vQhxnoIG45E/edit,No
"""That Woulda Hurt"" by Derek LeCompte",,No,2019,09 - September,Word Theme Essay,https://www.notion.so/A-Close-Call-cd5b212ec51a44398461d66a54ad173e,Cathy Xie,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1hvLs3rQC3FNSqJUE89o0aIn7JrJxZVXCf50Me5YGX4k/edit,No
“Fox” by Frank Olms,,No,2019,05 - May,Picture Essay,https://www.notion.so/Fox-Pushing-Duck-in-Basket-picture-7ca32868b1f246bfa2f0ba32e68ef5e4,Anna Nguyen,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1SuV0Tdgkb-7KsQR2LnfepxFaHrh1LIroasUe72QmbtA/edit,No
"""Practical Joke"" by Colin VanBilliard  ",,No,2015,12 - December,Word Theme Essay,https://www.notion.so/Practical-Joke-698ad4db8b73434696132bfc3ab92043,Allaire Tetrault,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1kJiIzhGJt6fq0638fI-A4OAV3kowX4fmkcc78lb9_l0/edit,No
“Hell Followed with Him” by Edward Williams Jr.,,No,2019,12 - December,Picture Essay,https://www.notion.so/Baby-Feet-c21bb47aa7dc4111b49b31db9d02b9a9,Anna Nguyen,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1xyi2WgduyolRS4kYzDkRRgiz6M64Pqv1MWiZdkofp-o/edit,No
"""Simplicity"" by Andrae Stradford",,No,2015,09 - September,Picture Essay,https://www.notion.so/Island-cfcf23d5126d43e6823c01f6485e892c,Allaire Tetrault,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1jtYIEaQHt3xw-EZ3yVEssbPzazQXrgmFxpThaI_W2FE/edit,No
“Little Feet Behind Me” by Moses Estrada,,No,2019,12 - December,Picture Essay,https://www.notion.so/Baby-Feet-c21bb47aa7dc4111b49b31db9d02b9a9,Anna Nguyen,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1qPxKyRRr03aAAX735lcJ2TsRnQo_nyJr_qJgqz-HSkA/edit,No
"""Holidays"" by Hernandez Cesar",,No,2015,10 - October,Word Theme Essay,https://www.notion.so/Holidays-9fe654db21e840cb8f3088cee876accc,Allaire Tetrault,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1Yjd2JRDIpXNckrFL-LvPwFPWR7QU4HDq969y1TUi5As/edit,No
"""Life's Purpose"" by Douglas Griffith, Jr. ",,No,2017,09 - September,Word Theme Essay,https://www.notion.so/Life-s-Purpose-d52f9cdeae1f4450a5d94345175cd69b,Katie Kwak,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1_DafrFe_a4ug6es3B-YL1SRexjf7mdYWMFijl9Sgwj4/edit,No
"""Frustrated, but Not Defeated"" by Dillon James Gresham",,No,2017,11 - November,Word Theme Essay,https://www.notion.so/Thwarted-2ee9cdd32cdc43b29930329e39461140,Katie Kwak,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1jfHOyCzSnardo-bMfiB0zCRzLQ7tcA-iD_c0kTea1xE/edit,No
"""Helping Hand"" by Yankee Lawyer",,No,2019,07 - July,Word Theme Essay,https://www.notion.so/Helping-Hand-d9cabd2858d341c18e2efd38db1b2a6a,Cathy Xie,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/18FyqWpnQgjv95hDYJlvKScMpCAD3snU8qEp4eBla0Ng/edit,No
“Spring Fever” by Cesar Hernandez,,No,2019,06 - June,Word Theme Essay,https://www.notion.so/Spring-Fever-926be6836f7742f6ab7a3674479f2e81,Cathy Xie,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/13k8AC2PLbjp1jsDA9mr5gwqIuJey9fQLg2QwV0kXOIs/edit,No
"""Thwarted"" by Michael McKinney",,No,2017,11 - November,Word Theme Essay,https://www.notion.so/Thwarted-2ee9cdd32cdc43b29930329e39461140,Katie Kwak,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1CRgFZigUlNNLRywe8_fiSLAHDU-5DInOjR7g66WKW7U/edit,No
"""Stars"" by Carl Worthington",,No,2017,02 - February,Word Theme Essay,https://www.notion.so/Stars-764e8fe72d3d4601a5177564f6630453,Katie Kwak,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1Fe4GaZ7U9iK095ERaIn4--paiz5ciBy-ffzyQEj79vQ/edit?usp=sharing,No
"""Urban Petting Zoo"" by Carly Murphree",,No,2017,07 - July,Word Theme Essay,https://www.notion.so/Zoo-36ab86bcde914f20a1ee104d372f0f4a,Katie Kwak,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1VaCuTVrMuqafLsbcUoG2ESXmGbZxgmrAUaIZPefzoJs/edit,No
"""A Close Call"" by A. Livingston",,No,2019,09 - September,Word Theme Essay,https://www.notion.so/A-Close-Call-cd5b212ec51a44398461d66a54ad173e,Cathy Xie,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1QbwEnk1I8Tw0o2-5995RmczP840MjsIo8tIRVlvDobo/edit,No
“Pesky Parental Figures” by Derek J LeCompte,,No,2018,01 - January,Word Theme Essay,https://www.notion.so/My-Parents-885a248b35c34a0ba079f64102686602,Katie Kwak,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1sYEHfN67LUaqW3GIv0s-DAPaQUwS78NQd9VIzFF0LR4/edit,No
"""Road Trips"" by Mathew Fox",,No,2015,08 - August,Word Theme Essay,https://www.notion.so/Roadtrips-10c1a8c0d95540c8b0a42a6448bc5a14,Allaire Tetrault,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1552P3oxgiGQ49vz7VdO7toYJB5VtzSL5l5jHGoavRb8/edit,No
“Let’s Eat!” by Carl Nunnery,,No,2019,07 - July,Picture Essay,https://www.notion.so/Wolves-927e8359d3464475b5b936251b8b1fa3,Anna Nguyen,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/11yTsZwwezb-Kux_n64Yd0SxC0CjggPDek-wpPFeyDco/edit,No
“Couple at Table” by Victor Andrew Apodaca,,No,2019,09 - September,Picture Essay,https://www.notion.so/Vintage-Conversations-7b410809c8a04105b234ce7af2a490fa,Anna Nguyen,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1hj2JJp7Bsu7VRmhobl20wxuWv3L-Yomn/edit,No
“Upon the Window Ledge” by Steven McCoin,,No,2019,11 - November,Picture Essay,https://www.notion.so/Girl-Looking-through-Window-6fcdae9133d449fa9755e7dbc8ecb2ea,Anna Nguyen,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1_5h3J_Uj1pBszavjIqpVCFWhxMdblvXWVtYoWwD7GmQ/edit,No
“The Fox and the Egg” by Franklin Lee,,No,2019,05 - May,Picture Essay,https://www.notion.so/Fox-Pushing-Duck-in-Basket-picture-7ca32868b1f246bfa2f0ba32e68ef5e4,Anna Nguyen,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1ceIZPodeDrSvYuHNvOuNv_quPXRAH51KOSYruFYz9xM/edit,No
“Irrefutable Evidence” by Alan Coleman,,No,2019,03 - March,Picture Essay,https://www.notion.so/Person-Sitting-on-a-Dock-picture-266237cd68be4a45b783a908d2a9542d,Anna Nguyen,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1sgVlI70S8yF8XvQUNVEIoKfT0aEDqH7K5lagU5sdkUQ/edit,No
“Emerging From the Fog With My Head in the Clouds” by Bobby Bunderson,,No,2018,06 - June,Word Theme Essay,https://www.notion.so/Emerging-From-the-Fog-030a89775d564ee29a4948bd452f5dc7,Katie Kwak,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1zblth5cJiY4_VGX14KcCNiJeWpRoLo_bRW4PLvFBpZE/edit,No
"""In the Grip of Depression"" by Michael Lanning",,No,2015,11 - November,Picture Essay,https://www.notion.so/Woman-in-Black-576d14a63c184a8aa3074dcaa35d574e,Allaire Tetrault,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1-twAB31SwW81NMcXif8ZHimgYWE0sFugAIEU4hrqKus/edit,No
“The Pack: A Vignette” by Thomas A. Littek,,No,2019,07 - July,Picture Essay,https://www.notion.so/Wolves-927e8359d3464475b5b936251b8b1fa3,Anna Nguyen,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1xGmhGdjPzO8dfeMhv-Iidu1xNXPLZcSuenBY17iUSM8/edit,No
“Helping Out” by James Bauhaus,,No,2019,01 - January,Word Theme Essay,https://www.notion.so/Helping-Out-f3b65ca109304bba992c6b92eb8da748,Cathy Xie,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1lDklfth1_CybcrZ-nBkqFBS134bLvz3w9vhRRbr4iEk/edit,No
“Half” by Seth E.,,Yes,2019,11 - November,Picture Essay,https://www.notion.so/Girl-Looking-through-Window-6fcdae9133d449fa9755e7dbc8ecb2ea,Anna Nguyen,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1dwOk6bdzDr9jBWw0tYX72CR-fws_yEfvqF1i_h-d4f0/edit,No
The Two Edged Sword by Bobby Bunderson,,Yes,2016,01 - January,Word Theme Essay,https://www.notion.so/Laughter-f2ec23f9e37a4a9898fc04fb5ae02be4,Lucero Contreras,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1JX44f5TEgVfsFumK59ccCJRN9GYvkW8OJqQSh1cl3Go/edit,No
"""Believe It or Not"" by Walter Hart",,No,2019,03 - March,Word Theme Essay,https://www.notion.so/Believe-It-or-Not-5606a5248d3c4545a5fca43545901e88,Cathy Xie,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1mVf9O75-lQGfkxqtnNBT2xkoz3U3PUiPYRkE3nHjVgc/edit,No
“The Big Heist” by Douglas Knakmuhs,,No,2019,05 - May,Picture Essay,https://www.notion.so/Fox-Pushing-Duck-in-Basket-picture-7ca32868b1f246bfa2f0ba32e68ef5e4,Anna Nguyen,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/12qDXbLfqXcZ3GGSscI7Mi7lkDuN1YKGIt-ifZkWAULs/edit,No
,,No,,,Word Theme Essay,,Cathy Xie,"February 21, 2021 4:48 AM",,No
"""Accomplishments"" by Shannon Richardson",,No,2017,06 - June,Word Theme Essay,https://www.notion.so/Accomplishments-40b534ffdc084c9f86ff25f45d76e8c5,Katie Kwak,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1gL6KRmL011LlL-ENc70LSrAVOZhSDVqVDO52G8lr0PY/edit,No
"""Holidays"" by Brian Lowe",,No,2015,10 - October,Word Theme Essay,https://www.notion.so/Holidays-9fe654db21e840cb8f3088cee876accc,Allaire Tetrault,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1IvVspyAuZk6dvLSrthnQDrSYEGSLLSqNQn31wMF6Hso/edit,No
“Fear Babies” by Jevon Jackson,,No,2019,10 - October,Picture Essay,https://www.notion.so/Kids-with-Chains-d9a2070769334d70b1374a360f545fad,Anna Nguyen,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/14J4_RBibrMJK8oSNPg7AvtLxztqxfAbIfDJhGwn-bMQ/edit,No
"""Mc D. vs. B.K"" by Curtis Colvin ",,No,2015,09 - September,Word Theme Essay,https://www.notion.so/Breakfast-928b515d50c9407f8f46e869ba61a4f5,Allaire Tetrault,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1kPBW2R-kL3v5e-xmRjNaqRtVXi8IxPJwT-66qSz2sgw/edit,No
Untitled by Misael Santollo,,No,2019,03 - March,Picture Essay,https://www.notion.so/Person-Sitting-on-a-Dock-picture-266237cd68be4a45b783a908d2a9542d,Anna Nguyen,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1UPECp2HtQQBXpDLJxNoeHOMgUEY2hnya1f_aKhNbxVM/edit,No
“Flying” by Lance Ellis Porter,,No,2019,11 - November,Word Theme Essay,https://www.notion.so/Flying-b539dacab61a43858173795cbf9dc400,Cathy Xie,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1dJdquLlY2GA9xB-FEZFmav6RUgcLS5iyMVmOFTsp6kg/edit,No
“Emerging From the Fog” by Cesar Hernandez,,No,2018,06 - June,Word Theme Essay,https://www.notion.so/Emerging-From-the-Fog-030a89775d564ee29a4948bd452f5dc7,Katie Kwak,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1EHqYeMRVIR4peDv9coGptODQ8cCn7Yumvk3aeY7MKNg/edit,No
"""Ghazal (Apologies)"" by Chad Frank",,No,2018,03 - March,Word Theme Essay,https://www.notion.so/Apologies-f25d17451e734da89b4936dab893b044,Katie Kwak,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1BH5l6h33cu85KGjCC25m8znj8xdkQtI_CE9XjEw3fcU/edit,No
